listed_price,rating,mrp,discount_percent,product_name,review_count
899.0,3.6,5598.0,83.94,"soundcore K20i by Anker, Semi-in-Ear Earbuds, Bluetooth Wireless, 36H Playtime, Fast Charge, Clear Sound, Comfortable Fit, ENC 2-Mic Clear Calls, Custom EQ, IPX5, Bluetooth 5.3, App Control",4800
699.0,3.9,699.0,0.0,"truke New Launch Crystal Bass True Wireless in Ear Earbuds with 13mm Drivers, 70H Playtime Fast Charge, Made in India, HiFi Sound TWS, 40ms Low Latency, 4Mics ENC, BT 5.4 (Matte Black)",676
799.0,3.3,2499.0,68.03,"HUMBLE Bluetooth Earbuds with Touch Functionality, 24 Hours Playtime, Noise Cancellation, Touch Controls, Long Battery Life and Integrated Voice Assistant Features for Effortless Connectivity (Black)",119
1581.0,4.0,3702.58,57.3,"Redmi Buds 5C Bluetooth TWS in Ear Earbuds, Up to 40Db Hybrid Noise Cancellation, Quad Mic, Custom Eq, 10Mins Charge for 2Hours Life, Up to 36Hrs Playback, Gaming TWS| Acoustic Black",4000
749.0,3.8,2999.0,75.03,"Nu Republic Cyberstud X8 TWS Wireless Earbuds - Up to 56Hrs Playtime, 40ms Ultra Low Latency, ENC Mics, 13mm Neodymium Drivers, XBass Technology, Dual Mode for Gaming & Music, Bluetooth 5.3 (Silver)",371
1449.0,3.6,2899.0,50.02,"PHILIPS TAT1050BK/94 Truly Wireless Earbuds with ANC, Quad Mic ENC, Up to 50 Hr Playtime, 13mm Neodymium Drivers, Multipoint, IPX5 Water Resistance, Fast Charging, Ultra Low Latency (Deep Black)",120
598.0,2.9,598.0,0.0,"pTron Zenbuds X1 4 HD Mic TWS Earbuds w/AI-ENC Clear Calls, 40hrs Playtime, Pristine Sound, in-Ear Sensor, 40ms Movie/Music Modes, Bluetooth 5.3 Headphones, Type C Fast Charging & IPX5 (Green)",537
649.0,3.8,1499.0,56.7,"Amazon Basics True Wireless in Ear Earbuds with Mic, Up to 36 Hours Play Time, Low-Latency Gaming Mode, IPX4 Water-Resistance, Bluetooth 5.4 (Black)",787
1449.0,4.0,2999.0,51.68,"PHILIPS TAT1209WT/00 True Wireless Earbuds, in-Ear Active Noise Cancelling Bluetooth v5.3 Earphones with Mic, 18H Play Time, Shank Shape, IPX4, Touch Controls & Charging Case for iPhone/iPad (White)",5800
1999.0,3.9,1999.0,0.0,"boAt Nirvana X TWS (2025),Knowles Dual Drivers,Hi-Res Audio LDAC,App Support,4Mic ENx,Dual Pair,Spatial Audio,Fast Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Cosmic Onyx)",854
1099.0,3.5,1099.0,0.0,"Noise Newly Launched Buds Nuvo in-Ear Truly Wireless Earbuds with 40H of Playtime, Quad mic ENC, Dual Device Pairing, 12mm Driver, BT v5.3 (Ice Blue)",174
1369.0,3.5,6990.0,80.41,"boAt Airdopes 191 ANC, 32dB ANC, Ambient Mode, 60HRS Battery, 4Mics ENx, in-Ear Detection, IWP Tech, Fast Charge, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Pellucid White)",467
349.0,3.9,999.0,65.07,Boult GOBOULT (Formerly BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic (Blue),91600
699.0,3.7,3499.0,80.02,"HAMMER Ultra Pods True Wireless Earbuds with in-Built Mic, 100H Standby Time, 1H Charging USB Type-C, 13mm Dynamic Drivers, 50H Playtime, BT v6.0 Connectivity, IPX5 Water Resistant (Beige)",849
2299.0,3.6,5999.0,61.68,"JBL Vibe Beam in-Ear Wireless Earbuds (TWS) with Mic,App for Customized Extra Bass Eq,32 Hours Battery&Quick Charge,Ip54 Water&Dust Resistance,Ambient Aware&Talk-Thru,Google Fastpair (Blue)",10200
3499.0,3.5,3499.0,0.0,"Noise Newly Launched Air Buds Pro 6 in Ear Truly Wireless Earbuds with Hybrid ANC (up to 49dB), LHDC with 12.4mm Titanium Driver, 50H of Playtime, Google Fast Pair, BT v5.3(Slate Black)",181
799.0,3.8,2999.0,73.36,"truke Buds F1 Ultra True Wireless in Ear Earbuds Spatial Audio Experience, 60H Playtime Ear Buds, Quad Mics Crystal-Clear Calls, Fast Charging, Bluetooth 5.3, Noise Cancellation, Gaming Mode (Black)",3500
499.0,4.8,499.0,0.0,"pTron Tangent Rush w/ 50Hrs Playtime, Pristine Sound, Dual-Device Pairing, Bluetooth 5.4 Wireless in-Ear Earphones with Mic, Voice Assistant, Type-C Fast Charging & IPX5 Water Resistant (Jet Black)",65
149.0,4.0,499.0,70.14,Sounce Earphone Case Cover for Boat Airdopes 800 TWS Soft Silicone Skin Case Cover Shock Absorbing Protective Case with Keychain [Front LED Visible] - Black,3100
743.0,3.6,743.0,0.0,amazon basics TWS in-Ear Earbuds (AB-T01B) with Fast Charging up to 80 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Charging Case with Mic | Touch Control (Blue),283
699.0,4.0,699.0,0.0,"boAt 2025 Launch Rockerz 113, 40H Battery, Dual Pair, Fast Charge, ENx Tech, Stream Ad Free Music via App Support, Magnetic Buds, Bluetooth Neckband, Wireless with Mic in Ear Earphones (Active Black)",5000
1499.0,3.8,1499.0,0.0,"Noise Buds Verve 2 in-Ear Truly Wireless Earbuds with Chrome Finish, 50H of Playtime, Quad Mic with ENC, 13mm Driver, Instacharge(10 min=200 min), BT v5.3(Carbon Black)",808
919.0,3.5,919.0,0.0,amazon basics TWS in-Ear Earbuds (AB-A8) with Fast Charging up to 50 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Charging Case with Mic | Touch Control (Blue),939
2999.0,3.8,12999.0,76.93,"Skullcandy Inkâ€™d ANC Wireless Earbuds with Active Noise Cancelling, 43Hr Battery + Rapid Charge, Quad Mic with ENC, 10mm Drivers, Multipoint Pairing, Sweat & Water Resistant â€“ Black Glossy",838
999.0,2.8,4990.0,79.98,"boAt Airdopes Plus 318, 100H Battery, ENx Tech, Digital Display, Beast Mode, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",11
1199.0,4.0,4499.0,73.35,"truke New Launch Mega 10 True Wireless in Ear Earbuds W/ 24-Bit Lossless Spatial Audio, 70H Battery Fast Charge Buds, Dual Pairing, 13mm Drivers TWS, Low Latency(40ms), Matte Finish, ENC (Jet Black)",375
799.0,2.9,799.0,0.0,"Noise Newly Launched Buds VS501 in Ear Truly Wireless Earbuds with 50H of Playtime, Quad Mic ENC, 10Mm Driver, Dual Device Pairing, Dual Color Tones, BT V5.3 (Pebble Black)",662
1499.0,3.8,1499.0,0.0,"boAt Immortal 121 in Ear TWS Earbuds with Beast Mode(40ms Low Latency) for Gaming, 40H Playtime, Blazing LEDs, Quad Mics ENx Signature Sound, ASAP Charge(10 Mins= 180 Mins)(Black Sabre)",10000
599.0,4.6,3499.0,82.88,"Nu Republic Epic X3 Girl Power Edition with 48 Hour Playtime, X-BassÂ® Technology, 13mm Neodymium Drivers, ENC Mics, Auto Pairing Technology, Type-C Fast Charging TWS Earbuds (Hot Pink)",27
3999.0,4.0,9999.0,60.01,CrossBeats Arc Buds OWS Open Ear Wireless Earbuds | Spatial Audio Headphones & Head Tracking | Gaming Bluetooth Earphones | 100hr Playtime | 14.2mm Drivers IPX5 Rating Type-c Fast Charging (Black),1800
699.0,3.8,4999.0,86.02,"HOPPUP AirDoze Fusion Earbuds with 40 Hours Playtime| 40ms Low Latency Gaming Mode| 13mm Dynamic Driver| Bluetooth 5.3 Technology| Type-c Fast Charging| Blue Color for Music, Gaming, Gym, Travel",574
1299.0,3.8,1299.0,0.0,"Boat Airdopes 301 TWS in Ear Earbuds, 75hrs Playtime, Quad Mics with ENx, ASAP Charge, IWP Tech, Beast Mode (50ms Low Latency), 10mm Drivers, Bluetooth v5.3 & IPX5 Resistance(Midnight Shadow)",533
1399.0,3.8,1399.0,0.0,"Noise Newly Launched Buds VS601 in Ear Truly Wireless Earbuds with 50H of Playtime, Transparent Case Lid, Quad Mic ENC, Dual Device Pairing, 10Mm Driver, BT V5.3 (Emerald Green)",650
1399.0,3.8,5999.0,76.68,"Zebronics in-Ear Wireless Earbuds, 50dB Hybrid ANC, Upto 27 Hrs Backup, Transparency Mode, 13mm Neodymium Magnet Drivers, 3 EQ Modes, Low-Latency Gaming, Quad Mic, BT v6.0 (Monk Pro, Black)",18
1699.0,3.6,3999.0,57.51,"Philips TAT1150BK/94 Premium Wireless Earbuds with ANC, Quad Mic ENC, Up to 55 Hr Playtime,13mm Neodymium Drivers,Multipoint, ergonomically Designed,IPX5 Water Resistance,Fast Charging (Deep Black)",276
699.0,3.8,699.0,0.0,"truke New Launch Buds Aura True Wireless in Ear Earbuds with 70Hrs of Playtime and Fast Charging Ear Buds, 13mm Titanium Drivers, Quad-MIC ENC TWS, 40ms Low Latency Gaming Buds, BT 5.4 (Azure Blue)",662
1349.0,3.7,2499.0,46.02,"FINGERS SizeZero Pods2 World's Tiniest TWS Earbuds with 15-Hour Total Playtime, Quick Charge of 10 mins for 2-Hour Playtime, Built-in Mic with SNCâ„¢ Technology for Clear Calls (Plum)",240
599.0,3.5,599.0,0.0,"pTron Tangentbeat V2 w/ 50Hrs Playtime, Pristine Sound, Dual-Device Pairing, Bluetooth 5.4 Wireless In-Ear Earphones with Mic, Hall Switch Feature, Magnetic Earbuds, Type-C Fast Charging & IPX5(Black)",389
1799.0,4.1,179.9,-900.0,"realme Buds T200 True Wireless Earbuds with Hi-Res Audio, 12.4mm Dynamic Bass Drivers, 32 dB ANC, Quad Mic, 45ms Latency, Upto 50 Hrs Playback, Fast Charge, IP55 Rated, BT 5.4 (Snowy White)",98
249.0,4.3,999.0,75.08,"Sounce HyperC Type-C Wired Earphones with 14.2mm Dynamic Drivers, HD Mic, Deep Bass Stereo Sound, Ergonomic Noise-Isolating Earbuds, TPE Cable, Smart in-Line Controls for Superior Audio (White)",146
299.0,3.7,1499.0,80.05,"Kratos N4 Bluetooth Neckband with 52H Playtime, Deep Bass, Stereo Sound, HD Calls, Magnetic Earbuds, Type-C Fast Charging, Rich Audio, Hollow Switch for Comfort & Style",859
757.0,3.8,1699.0,55.44,"ZEBRONICS New Launch Beast in-Ear Wireless Earbuds, 32* Hours Backup, Bluetooth v5.4, Flash Connect, Gaming Mode, Touch Control, Voice Assistant Support, Splash Proof Design",538
899.0,4.0,2799.0,67.88,"truke New Launch Aura Pro True Wireless in Ear Earbuds w/ 60H Battery & Fast Charge Ear Buds, 13mm Titanium Drivers, Dual Pairing, 4-Mic ENC TWS, 40ms Low Latency Gaming, Made in India -MidnightBlack",355
1599.0,3.8,6999.0,77.15,"truke Newly Launched Buds Liberty Open Ear Wireless Earbuds with 360Spatialâ„¢ Audio Experience, 16mm Beryllium Speaker, 60H Playtime, Quad Mic for Crystal-Clear Calls, Fast Charging, BT5.4",1600
854.0,5.0,854.0,0.0,"NORD Buds 3 Truly Wireless in Ear Earbuds with 50H Playtime, AI-ENC Mic, 45ms Low Latency Gaming, 13mm Bass Drivers, Type-C Fast Charging, Made in India, Touch Controls, IPX5 Ear Buds (Blue)",8
485.0,3.9,485.0,0.0,"Butterfly TWS-Wireless Earphone, Bluetooth Earbuds with Transparent Design, 30 Hr Playtime with Fast Charging, Bluetooth 5.3 + ENC, 13mm HD BASS Drivers, IPX7 Sweat-Proof, Built-in Mic White",53
1499.0,3.8,5499.0,72.74,"Blaupunkt BTW300 Moksha TurboPods (2025) True ANC Wireless Earbuds with Quad AI Mic, Crispr ENC Tech, Blink Pair, Dual EQ Modes & Premium Finish Bluetooth Earbuds for Music & Calls (Zade Black)",54
359.0,3.9,799.0,55.07,"Portronics Conch Sigma C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, Metal Alloy Material, in line Controls, Wide Compatibility(White)",379
1599.0,3.6,1599.0,0.0,"Noise Newly Launched Buds X2 in Ear Truly Wireless Earbuds with Massive 140H of Playtime, ANC (up to 32dB), Rubberised Finish, Dual Device Pairing, Dual EQ Modes, BT v5.3 (Ebony Black)",335
349.0,4.0,349.0,0.0,"Boat 2025 Launch Bassheads 213L, 10mm Drivers, Signature Sound, in-Line Microphone, Integrated Controls, 3.5mm L-Shaped Connector & 120cm Braided Cable Wired Earphones with Mic (Active Grey)",0
999.0,3.6,3999.0,75.02,"truke Newly Launched Buds Vibe True Wireless in Ear Earbuds with 35dB Real ANC + Quad Mic ENC, 13mm Big Speaker, 4 EQ Modes, 48H Playtime, Fast Charge, 40ms Low Latency, AAC Codec, BT 5.3, IPX5(Blue)",3200
869.0,3.4,869.0,0.0,"amazon basics True Wireless in-Ear Earbuds with Mic, Low-Latency Gaming Mode, Touch Control, IPX5 Water-Resistance, Bluetooth 5.3, Up to 60 Hours Play Time, Voice Assistance and Fast Charging (White)",521
1398.0,4.1,1398.0,0.0,Blaupunkt Newly Launched BTW300 Xtreme True Wireless Earbuds with Unstoppable 150 Hours* Playtime I Massive 800mAh Battery I CRISPR ENC AI MIC I BT Ver 5.3 I Gaming-Ready I TurboVolt Charging (Black),276
599.0,3.4,2499.0,76.03,"truke Newly Launched BTG Beta True Wireless Earbuds with 13mm Big Speaker Drivers, 38H Playtime, Fast Charging, True Gaming Mode, Instant Pairing, AAC Codec, Dual-Mic ENC, Bluetooth 5.3, IPX4 (Black)",1300
1398.0,4.1,1398.0,0.0,Blaupunkt Newly Launched BTW300 Xtreme True Wireless Earbuds with Unstoppable 150 Hours* Playtime I Massive 800mAh Battery I CRISPR ENC AI MIC I BT Ver 5.3 I Gaming-Ready I TurboVolt Charging (Black),276
869.0,3.4,869.0,0.0,"amazon basics True Wireless in-Ear Earbuds with Mic, Low-Latency Gaming Mode, Touch Control, IPX5 Water-Resistance, Bluetooth 5.3, Up to 60 Hours Play Time, Voice Assistance and Fast Charging (White)",521
699.0,4.4,3499.0,80.02,JUST CORSECA Sonnet Wireless Earbuds with Quad Mic | ENC | TWS Earphones | 42H Playtime | 13mm Dynamic Driver | Fast Charging | IPX4 Waterproof | Bluetooth 5.4 | Soft Touch | Type-C Charging (Black),30
3499.0,3.4,11499.0,69.57,ACwO Fire Prime TWS Earbuds (in-Ear & Half-in-Ear in 1 Case) | Smart HD Display + 40dB ANC (in-Ear) | 80 Hrs Playtime | | 4 Mics AI-ENC | 3D Spatial Sound | BT V5.4 | Black,152
898.0,4.6,898.0,0.0,"Boat Airdopes 148 Gen 2, 48H Battery, 4Mics ENx Tech, Beast Mode, ASAP Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",3
599.0,3.5,599.0,0.0,"pTron Bassbuds NX in-Ear TWS Earbuds, TruTalk AI-ENC Calls, 32H Playtime, 13mm Drivers, Bluetooth 5.3 Wireless Headphones, Voice Assistant, Type-C Fast Charging & IPX5 Water Resistant (Bold Blue)",7600
999.0,3.8,2499.0,60.02,"Portronics Harmonics Twins S9 True Wireless in Ear Earbuds with Upto 30H Playtime, Digital Display, 13mm Drivers, Balanced Bass, BT 5.3v, Touch Control, IPX4 Splash Resistant, Rapid Charging(White)",140
499.0,3.8,999.0,50.05,"Skullcandy Jib in-Ear Wired Earbuds with Mic, 3.5mm Jack, Supreme Sound, Noise Isolation, Detachable Cable, Works with Phones, Laptops & PCs (Black)",7900
546.0,3.8,546.0,0.0,(Refurbished) Amazon Basics TWS in-Ear Earbuds (AB-A8) with Fast Charging up to 50 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistant | Bluetooth 5.3 | Touch Control (Blue),3
2699.0,3.3,9999.0,73.01,"Skullcandy Dime 3 True Wireless Earbuds | Multipoint Bluetooth Pairing, 20-Hour Battery Life, Built-in Mic, Auto Connect | Compatible with iPhone & Android -Black",6100
599.0,3.2,599.0,0.0,"pTron Zenbuds Evo in-Ear TWS Earbuds, Built-in HD mics with TruTalk AI-ENC for Stereo Calls, 45ms Movie/Music Modes, 32Hrs Playtime, Bluetooth v5.3, IPX5 & Type-C Fast Charging (Jet Black)",1000
599.0,3.2,599.0,0.0,"pTron Zenbuds Evo in-Ear TWS Earbuds, Built-in HD mics with TruTalk AI-ENC for Stereo Calls, 45ms Movie/Music Modes, 32Hrs Playtime, Bluetooth v5.3, IPX5 & Type-C Fast Charging (Jet Black)",1000
399.0,4.1,399.0,0.0,"Bouncefit Sonic 144 Bluetooth Wireless Neckband, 35 Hours Continuous Playback Battery, Fast Charge, IPX7, Low Latency, Active Noise Cancellation, Magnetic Earbuds with Mic Earphones (Black)",1000
777.0,3.4,2999.0,74.09,amazon basics TWS in-Ear Earbuds (P80) with Fast Charging up to 80 Hours of Playtime | Dual 12mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Quad Mic with ENC | Touch Control (White),160
835.0,5.0,835.0,0.0,"Shine Pro Truly Wireless in Ear Earbuds with 50H Playtime, AI-ENC Mic, 45ms Low Latency Gaming, 13mm Bass Drivers, Type-C Fast Charging, Made in India, Touch Controls, IPX5 Ear Buds TWS (Black)",19
748.0,3.9,1499.0,50.1,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Premium Metallic Finish, Angled Earbuds for Comfort fit (Blue)",66400
1998.0,3.7,7999.0,75.02,"ACwO DwOTS Fire India's First in-Ear + Half-in-in Ear Earbuds in one case, 3+3 EQ Modes, Wireless Charging Enabled, AI-ENC with Quad Mic (Cosmic Silver)",954
2352.0,3.8,235200.0,99.0,"HONOR Choice Earbuds X Bluetooth v5.2 True Wireless Stereo, up to 28 Hours Long Battery Life, Wake up AI-Voice, IPX4 Water Resistance, Lightweight Semi in-Ear Design (Glacier White)",682
799.0,3.7,799.0,0.0,"pTron PlayBuds 2 in-Ear TWS Earbuds with TruTalk AI-ENC Calls, 40ms Game/Music Mode, 45Hrs Playtime, 13mm Drivers, Bluetooth V5.3 Headphones, Type-C Fast Charging & IPX5 Water Resistant (Raven Black)",2900
2499.0,3.8,11499.0,78.27,"ACwO Dwots Bold in Ear Earbuds Wireless | India'S 1St Smart 1.83"" True Hd Touch Display | ANC (32Db) | 4 Enc Mics for Clear Calls | Find My Earphone | 3D Spatial Sound - Lime",89
2998.0,4.1,5999.0,50.03,"realme Buds Air 5 Truly Wireless in Ear Earbuds with 50dB ANC, 12.4mm Mega Titanized Dynamic Bass Driver, Upto 38Hrs Battery with Fast Charging & 45ms Ultra-Low Latency for Gaming (Arctic White)",391
1699.0,5.0,4999.0,66.01,Pebble Blissbuds Hue TWS Earbuds Deep Bass & Clear Sound | ANC & ENC | RGB Light | 4 Mics | Snug Fit | Voice Assistant | Dual Pairing | Crystal Clear Calls (Black),1
3609.0,4.1,4299.0,16.05,"Spigen Audio Newly Launched SA-TW P20 True Wireless in Ear Earbuds with 30H Playtime, Upto 40dB 3 Multi-Mode ANC Pro, EQ Customizing App, 6-MIC, Low Latency for Gaming Mode, 10mm Driver, IPX5 - Black",37
399.0,3.4,2499.0,84.03,"HAMMER Splendor in Ear Bluetooth Neckband with Magnetic Earbuds, Deep Bass, Built-in Mic, Upto 30 Hrs Playtime, BT 5.4, Type-C Charging Port (Black)",936
1899.0,3.8,6990.0,72.83,"boAt Nirvana Lucid w/ 32 dB ANC, Multi-Point Connectivity, in-Ear Detection, 60HRS Playback, Hearables App, 4 Mics ENx, IPX5 Truly Wireless in Ear Earbuds, TWS Ear Buds(Zinc White)",467
899.0,3.7,2999.0,70.02,"Mivi DuoPods C2 TWS [New Launch], 50 Hrs Playtime, HD Call Clarity with AI-ENC, 13mm Bass Drivers, Low Latency, BT v5.3, Type C Charging, Made in India Earbuds",6300
799.0,3.8,2499.0,68.03,"Skullcandy Ink'd Plus in-Ear Wired Earbuds with 3.5mm AUX Cable, Noise-Isolating Fit, Microphone, Comfortable Silicone Ear Gels, Compatible with Smartphones and Laptops â€“ Black",9100
1999.0,5.0,1999.0,0.0,HP H250 Wireless Earbuds Metallic,1
999.0,4.2,1799.0,44.47,"JBL Endurance Run 2, Sports in Ear Wired Earphones with Mic, Pure Bass, Sweatproof, Flexsoft eartips, Magnetic Earbuds, Fliphook & TwistLock Technology with Voice Assistant Support for Mobiles (Blue)",20900
2499.0,3.5,8199.0,69.52,"Skullcandy Smokin Buds Wireless in Ear Earbuds â€“ ENC Clear Calls, Music/Movie/Podcast EQ Modes, 20Hr Battery + Rapid Charge, Touch Controls, Solo Bud Use, IPX4 Water Resistant (Black)",14200
1049.0,3.1,3299.0,68.2,"Philips Audio TAT1179BK/94 True Wireless in Ear Earbuds with Pocket Sized Charging Case, Play Time Upto 45Hrs, 10mm Dynamic Drivers, Inbuilt Mic, IPX4 Splash & Sweat Resistant (Black)",29
1699.0,4.0,1699.0,0.0,"boAt Airdopes Drift TWS Earbuds w/ 40hrs Playback, Beast Mode with 40ms Latency, 4 Mics with ENx, Car-Shaped ID with RGB LEDs, ASAP Charge, IWP Tech, BT v5.4 & IPX4 Resistance(White Sabre)",300
1599.0,4.1,2299.0,30.45,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Magico Black)",0
999.0,3.7,3996.0,75.0,ACwO Dwots 111 Wireless in Ear Earbuds|Up to 75Hrs Battery Life|10Mm Spatial Drivers|Noise-Free Calls with 4 Noise Cancellation Mics|Bluetooth V5.4|Dedicated Cinematic & Bass Mode (Comet Blue),105
1575.0,3.8,1575.0,0.0,"boAt Immortal 125 TWS in-Ear Earbuds w/up to 40 hrs Playtime, Quad Mics with ENx Tech, Beast Mode with 40 ms Super Low Latency, ASAP Charge, IPX4 Resistance, RGB LED Lights, BT v5.3(White Sabre)",192
99.0,3.2,99.0,0.0,"Sounce Silicone Protective Case Cover for Boat Airdopes 121v2 / Boat Airdopes 121, Anti Fall Anti Dust, with Hook Earphone Case â€“ Grey(Case Cover Only)",1600
1951.0,3.8,2299.0,15.14,"(Refurbished) OnePlus Nord Buds 3 Truly Wireless Bluetooth Earbuds with up to 32dB Active Noise Cancellation, 10mins for 11Hours Fast Charging with Up to 43h Music Playback -Harmonic Gray",20
989.1,3.3,989.1,0.0,"(Refurbished) Noise Buds VS104 in-Ear Truly Wireless Earbuds with 30H of Playtime, Instacharge(10 min=150 min), 13mm Driver, Mic, Hyper Sync (Mint Green)",35
122.0,3.4,899.0,86.43,"EDNITA Airpods Pro 2 Case Compatible with Airpod 2 Pro & Airpods Pro, Earphone Case Cover Keychain | Shock Ressitant Full Protection LED Visible (White)",217
863.0,4.1,1999.0,56.83,"Portronics Harmonics Twins S7 True Wireless in Ear Earbuds with 35Hrs Playtime, Auto ENC, Quad Mic,13mm Driver, Touch Control, BT 5.3v, Voice Assistant, Type C Charging Port(White)",244
899.0,4.0,2490.0,63.9,"Boat Rockerz 235 Pro Wireless Bluetooth Neckband in Ear Earphone, Upto 20 hrs of Playtime, Beast Mode, Low Latency, IPX5 Water & Sweat Resistance, ENx Technology, Bluetooth v5.2(Ash Grey)",2000
599.0,4.4,2999.0,80.03,Dubstep Buzz X6 Upto 54hrs Playtime|13mm Neodymium Driver| XBassÂ® Technology|TWS Ear Buds Wireless Earphones with mic -Blue,26
298.0,4.4,1999.0,85.09,DSSB TWS Bluetooth 5.3 Earbuds | Transparent Charging Case | True Wireless Earphones with HD Sound | Long Playtime | White,8
699.0,3.5,2299.0,69.6,"TEMPT Dots True Wireless in Ear Earbuds with up to 40Hrs Playtime, Bluetooth 5.2 Wireless Headphones, Touch Control TWS,100 hrs of Standby Time, IPX5 Water, Sweat Resistant (Peach)",41
165.0,3.8,170.0,2.94,"3M 1110 Ear Plugs Corded, Extra Soft, Reusable Earbuds Noise Cancellation, Soundproof Earplug Use For Underwater, Meditation, Study, Flight Travel,Sleeping Sound Block Up To 29 Decibel (Pack of 10)",28400
844.0,3.4,844.0,0.0,amazon basics TWS in-Ear Earbuds (AB-T10) with Fast Charging up to 50 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Charging Case with Mic | Touch Control (Black),741
3911.0,3.5,6911.0,43.41,"Fotgear Open-Ear True Wireless Headphones - Bluetooth 5.3 Air Conduction Earbuds with Earhooks & Dual Mic, Headsets Compatible with iPhone & Android, IPX5 Waterproof Earphones for Sports, Black",41
699.0,3.8,699.0,0.0,"pTron Basspods Tour TWS Earbuds with 3D AudioScape, 45Hrs Playtime, TruTalk AI-ENC Calls, 50ms Low Latency Sync, BT v5.3, Type-C Fast Charging, Voice Asst. & IPX5 Water Resistant (Mint Julep)",848
1399.0,4.0,1399.0,0.0,"boAt 2025 Launch Rockerz Trinity Grande, 150H Battery, Hi Res Audio by LDAC, Dual Pair, ENx Tech, Stream Ad Free Music via App Support, Bluetooth Neckband, Wireless with Mic Earphones (Black)",65400
149.0,3.6,499.0,70.14,Sounce Silicone Earphone Case Cover Compatible with OnePlus Nord Buds CE | Soft Shockproof Protective Cover with Keychain & LED Indicator Support â€“ Green,895
799.0,4.2,799.0,0.0,"pTron Bassbuds Trendz Open Ear Wireless Earbuds, SafeBeats Design, Dual HD Mics & AI-ENC Calls, 45Hrs Playtime, App Support, 14.2mm Drivers, BT6.0 Headphones, Type C Fast Charging & IPX5 (Black)",46
699.0,4.0,2999.0,76.69,"Ultrabuds N5 with Latest BT v6.0, 40Hr Playtime, 13mm Dynamic Drivers, Rich Bass Bluetooth (Smoky Sun, True Wireless)",41
1299.0,4.0,1299.0,0.0,"Boat 2025 Launch Rockerz 301 ANC, (~30dB) ANC, 13mm Drivers,ENx, 40ms Low Latency, Hall Switch, Stream Ad Free Music via App Support, Bluetooth Neckband, Wireless with Mic Earphones (Onyx Black)",46600
99.0,3.9,99.0,0.0,Sounce Earphone Case Cover Compatible with PTron Bassbuds Jade/truke BTG 1 Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible]-Black-(Case Cover Only),832
99.0,3.6,99.0,0.0,"Sounce Earphone Case Cover Compatible with Bassbuds Duo, Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible] [Blue]-(Case Cover Only)",871
799.0,4.2,799.0,0.0,"pTron Bassbuds Trendz Open Ear Wireless Earbuds, SafeBeats Design, Dual HD Mics & AI-ENC Calls, 45Hrs Playtime, App Support, 14.2mm Drivers, BT6.0 Headphones, Type C Fast Charging & IPX5 (Black)",46
699.0,4.0,2999.0,76.69,"Ultrabuds N5 with Latest BT v6.0, 40Hr Playtime, 13mm Dynamic Drivers, Rich Bass Bluetooth (Smoky Sun, True Wireless)",41
1299.0,4.0,1299.0,0.0,"Boat 2025 Launch Rockerz 301 ANC, (~30dB) ANC, 13mm Drivers,ENx, 40ms Low Latency, Hall Switch, Stream Ad Free Music via App Support, Bluetooth Neckband, Wireless with Mic Earphones (Onyx Black)",46600
99.0,3.9,99.0,0.0,Sounce Earphone Case Cover Compatible with PTron Bassbuds Jade/truke BTG 1 Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible]-Black-(Case Cover Only),832
99.0,3.6,99.0,0.0,"Sounce Earphone Case Cover Compatible with Bassbuds Duo, Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keychain [Front LED Visible] [Blue]-(Case Cover Only)",871
298.0,2.0,999.0,70.17,PINITAFEB Earbuds Bluetooth 5.3 TWS Earphones Full Touch Control Headphones Built-in Microphone Immersive Sound Quality Ensure Fast Stable&Connection Smart LED Headset Sports Bud (White),5
1099.0,4.0,1099.0,0.0,"boAt 2025 Launch Airdopes 313, 13mm Drivers, Glide Shell, 75H Battery, 4Mics ENx Tech, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Carbon Black)",424
